vader_compound,vader_pos,vader_neg,vader_neu,Verified,Type Of Traveller,Seat Type,review_length,row_id,Review Date,Date Flown,Recommended
0.8224,0.12,0.092,0.788,True,Family Leisure,Economy Class,727,19319,2023-01-05,2022-12-01,0
0.4954,0.064,0.052,0.884,False,Solo Leisure,Economy Class,1282,19320,2023-01-04,2022-12-01,0
-0.9537,0.0,0.144,0.856,False,Solo Leisure,Economy Class,697,19321,2023-01-01,2022-12-01,0
-0.8442,0.0,0.106,0.894,True,Couple Leisure,Economy Class,487,19322,2022-12-30,2022-12-01,0
-0.5993,0.069,0.091,0.839,True,Couple Leisure,Economy Class,883,19323,2022-12-27,2022-12-01,0
-0.7909,0.012,0.097,0.891,True,Family Leisure,Economy Class,566,19324,2022-12-26,2022-12-01,0
-0.9345,0.0,0.123,0.877,True,Family Leisure,Economy Class,689,19325,2022-12-25,2022-12-01,0
-0.4942,0.071,0.093,0.836,False,Solo Leisure,Economy Class,1490,19326,2022-12-24,2022-12-01,0
-0.926,0.019,0.103,0.878,True,Family Leisure,Economy Class,941,19327,2022-12-23,2022-07-01,0
-0.8322,0.009,0.097,0.894,True,Solo Leisure,Economy Class,642,19328,2022-12-23,2022-12-01,0
-0.9893,0.038,0.136,0.826,False,Solo Leisure,Economy Class,1598,19329,2022-12-20,2022-12-01,0
-0.8991,0.034,0.114,0.853,True,Couple Leisure,Economy Class,647,19330,2022-12-19,2022-12-01,0
-0.567,0.08,0.141,0.779,True,Couple Leisure,Economy Class,483,19331,2022-12-16,2022-12-01,0
-0.8452,0.043,0.091,0.866,False,Couple Leisure,Economy Class,1330,19332,2022-12-16,2022-12-01,0
-0.9639,0.0,0.113,0.887,False,Couple Leisure,Economy Class,925,19333,2022-12-10,2022-12-01,0
-0.3612,0.021,0.053,0.926,True,Solo Leisure,Economy Class,547,19334,2022-12-03,2022-11-01,0
-0.743,0.103,0.138,0.758,True,Couple Leisure,Economy Class,636,19335,2022-12-02,2022-12-01,0
0.7986,0.108,0.064,0.827,False,Solo Leisure,Economy Class,712,19336,2022-12-01,2022-11-01,0
0.6425,0.127,0.118,0.755,True,Couple Leisure,Economy Class,513,19337,2022-11-27,2022-11-01,0
-0.5232,0.014,0.054,0.931,False,Couple Leisure,Economy Class,420,19338,2022-11-27,2022-11-01,0
-0.8701,0.096,0.172,0.732,False,Family Leisure,Economy Class,631,19339,2022-11-26,2022-11-01,0
-0.2176,0.038,0.048,0.914,True,Business,Economy Class,889,19340,2022-11-25,2022-11-01,0
0.9714,0.362,0.046,0.592,True,Solo Leisure,Economy Class,229,19341,2022-11-25,2022-11-01,1
0.9746,0.345,0.088,0.568,True,Solo Leisure,Economy Class,324,19342,2022-11-18,2022-11-01,1
-0.7003,0.019,0.085,0.896,False,Couple Leisure,Economy Class,624,19343,2022-11-15,2022-11-01,0
-0.6239,0.021,0.04,0.939,False,Couple Leisure,Economy Class,1040,19344,2022-11-14,2022-11-01,0
-0.9212,0.055,0.076,0.869,False,Family Leisure,Economy Class,3055,19345,2022-11-14,2022-11-01,0
-0.9775,0.041,0.147,0.812,True,Solo Leisure,Premium Economy,1102,19346,2022-11-13,2022-07-01,0
-0.9465,0.077,0.259,0.664,True,Couple Leisure,Economy Class,414,19347,2022-11-11,2022-11-01,0
-0.8476,0.051,0.082,0.867,False,Solo Leisure,Premium Economy,995,19348,2022-11-10,2022-11-01,0
-0.0003,0.076,0.082,0.842,True,Solo Leisure,Economy Class,1403,19349,2022-11-07,2022-06-01,0
-0.6547,0.039,0.085,0.876,True,Family Leisure,Economy Class,916,19350,2022-11-06,2022-11-01,0
-0.8402,0.056,0.097,0.847,True,Family Leisure,Economy Class,852,19351,2022-11-02,2022-11-01,0
-0.34,0.033,0.06,0.907,True,Business,Economy Class,381,19352,2022-10-31,2022-10-01,1
0.8018,0.102,0.046,0.852,True,Solo Leisure,Economy Class,600,19353,2022-10-30,2022-10-01,0
0.9821,0.468,0.0,0.532,True,Business,Economy Class,223,19354,2022-10-30,2022-10-01,1
-0.9835,0.028,0.117,0.854,True,Business,Economy Class,1673,19355,2022-10-29,2022-10-01,0
0.8522,0.215,0.07,0.716,False,Solo Leisure,Economy Class,248,19356,2022-10-21,2022-10-01,1
-0.6652,0.02,0.044,0.935,True,Business,Economy Class,1085,19357,2022-10-20,2022-10-01,0
-0.6558,0.04,0.098,0.862,True,Couple Leisure,Economy Class,438,19358,2022-10-20,2022-10-01,0
-0.9632,0.011,0.216,0.773,False,Couple Leisure,Economy Class,542,19359,2022-10-18,2022-10-01,0
-0.6179,0.025,0.055,0.92,True,Couple Leisure,Economy Class,1553,19360,2022-10-17,2022-08-01,0
-0.5699,0.065,0.11,0.825,False,Couple Leisure,Economy Class,478,19361,2022-10-14,2022-10-01,0
0.2907,0.072,0.078,0.85,True,Solo Leisure,Economy Class,1346,19362,2022-10-12,2022-07-01,0
0.3818,0.057,0.05,0.894,False,Couple Leisure,Economy Class,1049,19363,2022-10-12,2022-10-01,0
-0.34,0.056,0.073,0.871,False,Solo Leisure,Economy Class,397,19364,2022-10-07,2022-09-01,0
0.7994,0.11,0.03,0.86,True,Family Leisure,Economy Class,404,19365,2022-10-04,2022-10-01,1
-0.9446,0.046,0.088,0.866,True,Family Leisure,Economy Class,2873,19366,2022-09-27,2022-07-01,0
0.2434,0.03,0.025,0.944,False,Couple Leisure,Economy Class,936,19367,2022-09-22,2022-07-01,0
-0.2252,0.059,0.058,0.883,False,Unknown,Economy Class,1477,19368,2009-11-25,,0
0.4528,0.108,0.106,0.787,False,Unknown,Economy Class,2458,19369,2009-10-23,,0
0.836,0.242,0.0,0.758,False,Unknown,Economy Class,229,19370,2009-06-09,,1
-0.921,0.0,0.137,0.863,False,Unknown,Economy Class,562,19371,2009-05-24,,0
0.85,0.157,0.0,0.843,False,Unknown,Unknown,325,19372,2009-05-20,,0
0.6929,0.108,0.101,0.791,False,Unknown,Unknown,1168,19373,2008-12-11,,0
-0.964,0.0,0.274,0.726,False,Unknown,Unknown,318,19374,2008-10-09,,0
-0.2484,0.045,0.059,0.896,False,Unknown,Unknown,713,19375,2008-07-02,,0
-0.9182,0.033,0.105,0.861,False,Unknown,Unknown,902,19376,2008-06-18,,0
-0.6445,0.098,0.121,0.781,False,Unknown,Unknown,923,19377,2007-08-06,,0
0.7655,0.191,0.048,0.761,False,Unknown,Unknown,217,19378,2007-04-23,,0
0.8014,0.224,0.117,0.659,False,Unknown,Unknown,306,19379,2007-03-24,,0
0.933,0.24,0.0,0.76,False,Unknown,Unknown,395,19380,2006-10-26,,0
-0.2812,0.099,0.101,0.8,False,Unknown,Unknown,420,19381,2006-05-08,,0
0.5455,0.11,0.067,0.823,False,Unknown,Unknown,531,19382,2006-04-19,,0
0.0,0.0,0.0,1.0,False,Unknown,Unknown,550,19383,2005-11-17,,0
0.5826,0.081,0.063,0.856,False,Unknown,Unknown,482,19384,2004-07-08,,0
0.9377,0.164,0.0,0.836,False,Unknown,Unknown,451,19385,2004-07-06,,0
-0.3147,0.054,0.096,0.851,False,Unknown,Unknown,259,19386,2004-01-28,,0
0.9843,0.163,0.012,0.825,False,Unknown,Unknown,1083,19387,2003-09-19,,0
-0.2263,0.0,0.023,0.977,False,Unknown,Unknown,466,19388,2003-08-21,,0
0.8991,0.122,0.0,0.878,False,Unknown,Unknown,474,19389,2003-05-03,,0
0.9382,0.308,0.0,0.692,False,Unknown,Unknown,239,19390,2003-04-21,,0
-0.7876,0.013,0.091,0.897,True,Solo Leisure,Economy Class,613,19391,2023-05-12,2023-05-01,0
0.8624,0.125,0.054,0.82,True,Couple Leisure,Economy Class,593,19392,2023-04-17,2023-04-01,1
-0.8384,0.066,0.1,0.834,True,Solo Leisure,Economy Class,1357,19393,2023-01-24,2023-01-01,0
-0.6666,0.057,0.1,0.843,True,Solo Leisure,Economy Class,477,19394,2023-01-24,2023-01-01,0
0.971,0.117,0.069,0.815,True,Solo Leisure,Economy Class,1851,19395,2022-11-05,2022-11-01,0
0.9854,0.191,0.044,0.764,True,Solo Leisure,Economy Class,1077,19396,2022-08-25,2022-08-01,1
-0.6249,0.072,0.107,0.821,True,Couple Leisure,Economy Class,884,19397,2022-07-30,2022-07-01,0
-0.9178,0.018,0.144,0.838,True,Solo Leisure,Economy Class,512,19398,2020-02-12,2020-02-01,0
-0.888,0.042,0.12,0.839,True,Business,Economy Class,676,19399,2019-12-23,2019-12-01,0
0.34,0.058,0.065,0.877,False,Solo Leisure,Economy Class,1199,19400,2019-10-20,2019-10-01,0
0.5574,0.15,0.105,0.745,True,Solo Leisure,Economy Class,399,19401,2019-09-18,2019-09-01,1
0.0534,0.078,0.075,0.847,True,Solo Leisure,Economy Class,334,19402,2019-05-12,2019-05-01,0
-0.6939,0.07,0.129,0.801,True,Solo Leisure,Economy Class,645,19403,2019-01-30,2018-12-01,1
-0.9324,0.019,0.152,0.829,False,Couple Leisure,Economy Class,565,19404,2017-07-18,2017-06-01,0
0.9772,0.312,0.025,0.663,False,Solo Leisure,Economy Class,415,19405,2017-03-24,2017-02-01,1
-0.8499,0.025,0.067,0.909,False,Family Leisure,Economy Class,927,19406,2023-07-25,2023-07-01,0
-0.9236,0.0,0.122,0.878,True,Business,Economy Class,587,19407,2023-07-25,2023-07-01,0
-0.9846,0.028,0.389,0.584,True,Business,Business Class,334,19408,2023-06-30,2023-06-01,0
-0.8126,0.0,0.225,0.775,True,Business,Economy Class,175,19409,2023-06-25,2023-06-01,0
-0.8529,0.015,0.113,0.872,True,Solo Leisure,Economy Class,833,19410,2023-06-08,2023-01-01,0
0.7043,0.073,0.069,0.857,True,Couple Leisure,Economy Class,1048,19411,2023-03-12,2022-12-01,0
-0.9228,0.02,0.158,0.822,True,Couple Leisure,Economy Class,453,19412,2023-03-07,2023-03-01,0
0.9294,0.123,0.028,0.85,True,Family Leisure,Economy Class,663,19413,2023-02-22,2023-02-01,0
-0.6222,0.04,0.056,0.904,True,Solo Leisure,Economy Class,1575,19414,2023-02-04,2023-01-01,0
0.9512,0.174,0.063,0.762,True,Family Leisure,Economy Class,680,19415,2023-01-19,2023-01-01,1
-0.972,0.03,0.152,0.818,True,Couple Leisure,Economy Class,942,19416,2022-12-07,2022-11-01,0
-0.3818,0.046,0.071,0.884,True,Solo Leisure,Economy Class,726,19417,2022-11-03,2022-11-01,0
-0.9759,0.006,0.177,0.817,True,Business,Business Class,799,19418,2022-10-10,2022-10-01,0
-0.9186,0.077,0.244,0.679,False,Couple Leisure,Economy Class,328,19419,2022-09-20,2022-09-01,0
-0.9671,0.083,0.184,0.733,False,Business,Business Class,1181,19420,2022-08-24,2022-08-01,0
0.9542,0.172,0.029,0.799,True,Couple Leisure,Economy Class,695,19421,2022-08-23,2022-08-01,1
0.9563,0.133,0.026,0.841,True,Solo Leisure,Business Class,824,19422,2022-08-09,2022-06-01,1
0.9831,0.084,0.036,0.88,False,Couple Leisure,Economy Class,2861,19423,2022-05-21,2022-05-01,1
-0.9165,0.033,0.08,0.888,True,Couple Leisure,Economy Class,1512,19424,2020-01-23,2020-01-01,0
-0.8791,0.075,0.181,0.744,True,Couple Leisure,Economy Class,411,19425,2020-01-18,2020-01-01,0
-0.9677,0.0,0.16,0.84,True,Couple Leisure,Economy Class,675,19426,2019-07-20,2019-05-01,0
-0.9606,0.055,0.183,0.762,False,Couple Leisure,Economy Class,599,19427,2019-07-09,2019-07-01,0
-0.9133,0.035,0.151,0.814,True,Couple Leisure,Economy Class,694,19428,2019-07-03,2019-06-01,0
-0.9591,0.038,0.174,0.788,False,Couple Leisure,Economy Class,628,19429,2019-06-06,2019-05-01,0
-0.8072,0.147,0.198,0.655,True,Couple Leisure,Economy Class,679,19430,2019-06-02,2019-05-01,0
0.927,0.213,0.067,0.72,False,Couple Leisure,Economy Class,517,19431,2019-04-03,2019-03-01,1
-0.7456,0.109,0.168,0.723,True,Solo Leisure,Economy Class,406,19432,2018-09-26,2018-09-01,0
0.5994,0.095,0.053,0.853,True,Business,Economy Class,534,19433,2018-09-26,2018-06-01,0
-0.2471,0.083,0.087,0.83,True,Solo Leisure,Economy Class,1121,19434,2018-01-31,2018-01-01,1
-0.8649,0.071,0.13,0.8,True,Business,Business Class,989,19435,2018-01-19,2018-01-01,0
-0.9259,0.053,0.188,0.76,True,Family Leisure,Business Class,600,19436,2017-12-27,2017-12-01,0
-0.4767,0.092,0.12,0.788,False,Family Leisure,Economy Class,539,19437,2017-10-06,2017-10-01,0
0.9945,0.204,0.033,0.763,False,Business,Economy Class,1310,19438,2017-09-01,2017-08-01,1
0.8822,0.168,0.094,0.737,False,Couple Leisure,Economy Class,799,19439,2017-08-27,2017-07-01,1
0.9079,0.101,0.041,0.858,False,Solo Leisure,Economy Class,1211,19440,2017-07-12,2017-07-01,1
-0.7775,0.047,0.077,0.876,False,Family Leisure,Economy Class,1298,19441,2017-06-26,2017-06-01,0
0.2206,0.049,0.03,0.921,False,Solo Leisure,Economy Class,532,19442,2017-05-08,2017-05-01,1
-0.9845,0.038,0.16,0.802,False,Family Leisure,Economy Class,1184,19443,2017-02-08,2017-01-01,0
0.9877,0.247,0.03,0.723,False,Business,Economy Class,834,19444,2016-11-19,2016-10-01,1
0.9918,0.187,0.065,0.748,False,Business,Economy Class,1556,19445,2016-11-17,2016-11-01,1
0.8967,0.122,0.025,0.852,False,Couple Leisure,Economy Class,683,19446,2016-10-05,2016-09-01,1
0.9556,0.166,0.059,0.774,False,Solo Leisure,Economy Class,762,19447,2016-09-26,2016-09-01,1
0.9958,0.259,0.008,0.732,False,Couple Leisure,Economy Class,1029,19448,2016-07-14,2016-07-01,1
0.9407,0.239,0.039,0.722,False,Solo Leisure,Economy Class,356,19449,2016-07-09,2016-06-01,1
0.9601,0.183,0.0,0.817,False,Solo Leisure,First Class,459,19450,2016-01-06,2016-01-01,1
-0.1639,0.089,0.102,0.809,False,Family Leisure,Economy Class,597,19451,2015-11-15,2015-10-01,0
0.9787,0.379,0.0,0.621,False,Unknown,Business Class,296,19452,2014-04-15,,1
0.9678,0.224,0.0,0.776,False,Unknown,Business Class,515,19453,2013-09-10,,1
0.788,0.184,0.038,0.778,False,Unknown,Business Class,235,19454,2013-07-19,,1
0.9169,0.143,0.0,0.857,False,Unknown,Economy Class,571,19455,2013-03-21,,1
0.6705,0.165,0.052,0.784,False,Unknown,Economy Class,233,19456,2012-12-04,,0
-0.633,0.109,0.14,0.751,False,Unknown,Economy Class,599,19457,2012-02-20,,1
0.9042,0.115,0.033,0.852,False,Unknown,Economy Class,668,19458,2010-09-10,,0
0.971,0.248,0.0,0.752,False,Unknown,Unknown,408,19459,2010-09-01,,0
-0.8858,0.022,0.126,0.853,False,Unknown,Unknown,638,19460,2010-01-20,,0
-0.9162,0.042,0.124,0.834,False,Unknown,Unknown,836,19461,2009-04-18,,0
-0.8931,0.038,0.062,0.9,False,Unknown,Unknown,2764,19462,2009-01-14,,0
-0.9566,0.022,0.12,0.858,False,Unknown,Unknown,1310,19463,2008-03-19,,0
-0.4544,0.076,0.1,0.824,False,Unknown,Unknown,753,19464,2007-08-22,,0
0.1145,0.101,0.075,0.824,False,Unknown,Unknown,289,19465,2007-08-01,,0
0.9863,0.152,0.024,0.823,False,Unknown,Unknown,1271,19466,2007-07-14,,0
-0.9501,0.03,0.164,0.806,False,Unknown,Unknown,707,19467,2006-11-04,,0
0.948,0.124,0.025,0.851,False,Unknown,Economy Class,780,19468,2013-06-26,,1
0.1705,0.045,0.077,0.878,False,Unknown,Economy Class,232,19469,2012-03-01,,1
-0.8225,0.019,0.085,0.897,False,Unknown,Economy Class,713,19470,2009-11-09,,0
-0.8957,0.046,0.249,0.704,False,Couple Leisure,Economy Class,216,19471,2023-01-25,2023-01-01,0
-0.9401,0.035,0.18,0.785,True,Couple Leisure,Economy Class,521,19472,2022-08-22,2022-08-01,0
-0.4325,0.0,0.035,0.965,True,Couple Leisure,Economy Class,679,19473,2022-08-10,2022-08-01,0
-0.3087,0.084,0.089,0.827,True,Solo Leisure,Economy Class,2970,19474,2021-11-17,2021-10-01,0
0.7569,0.205,0.091,0.704,True,Couple Leisure,Economy Class,177,19475,2021-09-26,2021-09-01,1
0.484,0.087,0.08,0.833,False,Solo Leisure,Economy Class,1548,19476,2021-04-06,2020-12-01,0
-0.8966,0.13,0.194,0.676,False,Family Leisure,Economy Class,573,19477,2021-04-02,2021-03-01,0
-0.8271,0.047,0.126,0.827,False,Family Leisure,Economy Class,516,19478,2020-04-17,2020-03-01,0
-0.8705,0.055,0.128,0.816,True,Business,Economy Class,662,19479,2019-12-05,2019-12-01,0
-0.8819,0.051,0.071,0.879,True,Couple Leisure,Economy Class,3234,19480,2019-01-25,2018-12-01,0
0.8883,0.179,0.0,0.821,False,Family Leisure,Economy Class,257,19481,2016-08-16,2016-06-01,1
0.9892,0.112,0.009,0.879,False,Solo Leisure,Economy Class,1754,19482,2016-07-19,2016-07-01,1
0.8539,0.2,0.076,0.724,False,Solo Leisure,Economy Class,290,19483,2019-11-16,2019-09-01,0
-0.7717,0.0,0.078,0.922,True,Business,Economy Class,577,19484,2017-11-21,2017-08-01,0
0.9843,0.282,0.0,0.718,False,Family Leisure,Economy Class,506,19485,2016-09-22,2016-08-01,1
-0.7528,0.013,0.046,0.941,False,Family Leisure,Economy Class,1445,19486,2017-07-28,2017-07-01,0
0.7409,0.076,0.014,0.91,False,Solo Leisure,Economy Class,535,19487,2016-06-20,2016-05-01,1
-0.0387,0.017,0.018,0.965,False,Couple Leisure,Economy Class,506,19488,2016-05-21,2016-05-01,0
0.9231,0.126,0.021,0.854,False,Family Leisure,Economy Class,647,19489,2016-05-17,2016-01-01,1
0.2851,0.101,0.104,0.795,False,Couple Leisure,Economy Class,559,19490,2016-04-04,2016-03-01,1
0.8889,0.195,0.049,0.756,False,Couple Leisure,Economy Class,475,19491,2016-04-04,2016-03-01,1
0.5106,0.079,0.055,0.866,False,Solo Leisure,Economy Class,648,19492,2016-03-28,2016-03-01,0
0.6356,0.057,0.032,0.911,False,Couple Leisure,Economy Class,998,19493,2016-03-28,2016-03-01,1
-0.9677,0.05,0.165,0.785,False,Family Leisure,Economy Class,814,19494,2016-03-24,2015-12-01,0
0.2083,0.07,0.064,0.866,False,Couple Leisure,Economy Class,762,19495,2016-03-15,2016-03-01,0
-0.8885,0.0,0.163,0.837,False,Solo Leisure,Economy Class,273,19496,2016-03-10,2015-05-01,0
-0.5055,0.034,0.064,0.902,False,Family Leisure,Economy Class,560,19497,2016-03-04,2016-03-01,0
-0.9217,0.028,0.155,0.816,False,Solo Leisure,Economy Class,623,19498,2016-02-29,2016-02-01,0
0.945,0.168,0.018,0.815,False,Solo Leisure,Business Class,524,19499,2016-02-10,2016-02-01,1
0.8578,0.133,0.073,0.793,False,Solo Leisure,Economy Class,878,19500,2016-02-08,2016-02-01,0
-0.9474,0.022,0.084,0.893,False,Couple Leisure,Economy Class,1294,19501,2016-02-08,2016-02-01,0
-0.8039,0.026,0.117,0.857,False,Couple Leisure,Economy Class,503,19502,2016-01-19,2016-01-01,0
0.8483,0.117,0.079,0.804,False,Solo Leisure,Economy Class,1096,19503,2016-01-03,2015-01-01,0
0.9282,0.187,0.048,0.765,False,Couple Leisure,Economy Class,440,19504,2015-12-17,2015-12-01,1
-0.1553,0.046,0.043,0.911,False,Couple Leisure,Business Class,823,19505,2015-12-16,2015-12-01,0
-0.7311,0.044,0.094,0.862,False,Couple Leisure,Economy Class,413,19506,2015-12-03,2015-11-01,1
-0.8399,0.102,0.185,0.713,False,Couple Leisure,Economy Class,565,19507,2015-12-02,2015-11-01,0
-0.8265,0.026,0.118,0.855,False,Solo Leisure,Economy Class,428,19508,2015-11-27,2015-11-01,0
0.8201,0.094,0.043,0.863,False,Business,Economy Class,601,19509,2015-11-19,2015-11-01,1
-0.4484,0.013,0.047,0.941,False,Solo Leisure,Economy Class,635,19510,2015-11-18,2015-11-01,0
0.9708,0.15,0.024,0.826,False,Business,Business Class,864,19511,2015-11-12,2015-11-01,1
-0.4411,0.041,0.065,0.894,False,Business,Economy Class,1048,19512,2015-11-11,2015-10-01,0
0.9882,0.177,0.024,0.799,False,Solo Leisure,Economy Class,1044,19513,2015-11-10,2015-11-01,1
0.6468,0.117,0.082,0.801,False,Business,Economy Class,1000,19514,2015-10-09,2015-10-01,0
0.128,0.078,0.084,0.838,False,Couple Leisure,Business Class,401,19515,2015-10-09,2015-10-01,1
0.9752,0.235,0.02,0.745,False,Couple Leisure,Economy Class,450,19516,2015-10-03,2015-09-01,1
-0.7683,0.042,0.059,0.899,False,Business,Economy Class,1745,19517,2015-09-23,2015-09-01,0
0.9118,0.121,0.018,0.861,False,Solo Leisure,Economy Class,652,19518,2015-09-19,2015-09-01,1
0.9696,0.148,0.049,0.803,False,Solo Leisure,Business Class,1168,19519,2015-09-15,2015-09-01,1
-0.7143,0.052,0.101,0.847,False,Family Leisure,Economy Class,682,19520,2015-09-09,2015-09-01,0
0.9282,0.173,0.0,0.827,False,Solo Leisure,Economy Class,429,19521,2015-09-02,2015-08-01,1
-0.6114,0.0,0.071,0.929,False,Business,Business Class,385,19522,2015-07-28,2015-07-01,0
-0.714,0.034,0.076,0.89,False,Couple Leisure,Economy Class,582,19523,2015-07-22,2015-07-01,0
-0.9054,0.04,0.105,0.855,False,Solo Leisure,Economy Class,1125,19524,2015-07-20,2015-07-01,0
-0.9015,0.054,0.135,0.812,False,Business,Business Class,861,19525,2015-07-14,2015-07-01,0
-0.6369,0.0,0.045,0.955,False,Couple Leisure,Economy Class,653,19526,2015-07-10,2015-07-01,0
0.8588,0.2,0.0,0.8,False,Family Leisure,Economy Class,214,19527,2015-07-10,2014-12-01,1
-0.9477,0.011,0.086,0.903,False,Family Leisure,Economy Class,1016,19528,2015-06-22,2015-06-01,0
0.9612,0.339,0.0,0.661,False,Family Leisure,Economy Class,256,19529,2015-06-17,2015-06-01,1
-0.8892,0.061,0.138,0.801,False,Unknown,Business Class,714,19530,2015-05-20,,0
0.9776,0.109,0.053,0.838,False,Unknown,Economy Class,2603,19531,2015-03-17,,1
0.2732,0.025,0.0,0.975,False,Unknown,Economy Class,446,19532,2015-03-04,,0
0.9382,0.132,0.017,0.851,False,Unknown,Economy Class,680,19533,2015-03-04,,1
0.9653,0.124,0.007,0.868,False,Unknown,Business Class,906,19534,2015-01-26,,0
-0.1154,0.027,0.048,0.924,False,Unknown,Business Class,383,19535,2015-01-23,,1
0.8393,0.078,0.019,0.903,False,Unknown,Economy Class,891,19536,2015-01-14,,0
-0.96,0.036,0.143,0.822,False,Unknown,Business Class,963,19537,2015-01-14,,0
0.9574,0.17,0.0,0.83,False,Unknown,Economy Class,506,19538,2015-01-11,,1
-0.793,0.068,0.104,0.827,False,Unknown,Economy Class,1276,19539,2015-01-11,,0
0.9732,0.202,0.031,0.767,False,Unknown,Business Class,592,19540,2014-12-31,,1
0.3626,0.064,0.061,0.875,False,Unknown,Business Class,777,19541,2014-12-18,,0
-0.0049,0.051,0.051,0.898,False,Unknown,Economy Class,410,19542,2014-11-20,,0
0.8518,0.155,0.025,0.82,False,Unknown,Economy Class,414,19543,2014-10-31,,1
0.9875,0.153,0.049,0.798,False,Unknown,Economy Class,1466,19544,2014-10-28,,1
-0.9172,0.021,0.204,0.775,False,Unknown,Business Class,348,19545,2014-09-14,,0
0.9916,0.282,0.0,0.718,False,Unknown,Business Class,617,19546,2014-09-10,,1
-0.9244,0.038,0.128,0.833,False,Unknown,Business Class,974,19547,2014-09-06,,0
-0.666,0.059,0.099,0.842,False,Unknown,Economy Class,904,19548,2014-08-28,,0
-0.8567,0.101,0.237,0.662,False,Unknown,Business Class,330,19549,2014-08-28,,0
0.938,0.107,0.051,0.842,False,Unknown,Economy Class,1189,19550,2014-08-20,,0
0.8872,0.135,0.078,0.787,False,Unknown,Economy Class,831,19551,2014-08-14,,1
0.9491,0.194,0.113,0.693,False,Unknown,Economy Class,816,19552,2014-08-14,,1
0.9912,0.246,0.035,0.719,False,Unknown,Economy Class,784,19553,2014-08-11,,1
0.8278,0.354,0.147,0.499,False,Unknown,Economy Class,161,19554,2014-08-11,,1
-0.7717,0.08,0.116,0.805,False,Unknown,Economy Class,924,19555,2014-08-03,,0
-0.8254,0.055,0.22,0.724,False,Unknown,Economy Class,240,19556,2014-07-17,,0
0.6821,0.111,0.073,0.816,False,Unknown,Business Class,521,19557,2014-06-25,,0
0.9059,0.136,0.058,0.806,False,Unknown,Business Class,740,19558,2014-06-10,,1
0.9345,0.252,0.0,0.748,False,Unknown,Economy Class,318,19559,2014-06-08,,1
-0.8814,0.06,0.146,0.795,False,Unknown,Business Class,563,19560,2014-06-03,,0
0.9631,0.276,0.029,0.695,False,Unknown,Business Class,364,19561,2014-05-27,,1
-0.9595,0.0,0.22,0.78,False,Unknown,Economy Class,362,19562,2014-05-11,,0
-0.972,0.07,0.128,0.802,False,Unknown,Business Class,1498,19563,2014-05-01,,0
0.3023,0.181,0.128,0.69,False,Unknown,Business Class,288,19564,2014-04-28,,1
0.9835,0.224,0.045,0.731,False,Unknown,Business Class,806,19565,2014-04-15,,1
-0.9738,0.0,0.136,0.864,False,Unknown,Business Class,926,19566,2014-04-13,,0
0.9686,0.17,0.022,0.808,False,Unknown,Business Class,844,19567,2014-04-06,,1
-0.4881,0.0,0.033,0.967,False,Unknown,Business Class,708,19568,2014-03-28,,0
0.9477,0.154,0.082,0.765,False,Unknown,Business Class,1179,19569,2014-03-27,,1
0.6369,0.061,0.017,0.922,False,Unknown,First Class,467,19570,2014-02-04,,1
0.9335,0.186,0.02,0.794,False,Unknown,Economy Class,398,19571,2014-01-31,,0
0.844,0.132,0.082,0.786,False,Unknown,Business Class,746,19572,2014-01-15,,1
0.5758,0.064,0.03,0.906,False,Unknown,Economy Class,1015,19573,2014-01-13,,0
-0.9425,0.075,0.132,0.793,False,Unknown,Economy Class,1480,19574,2014-01-06,,0
0.981,0.189,0.019,0.791,False,Unknown,Economy Class,815,19575,2013-12-13,,1
-0.8834,0.014,0.108,0.879,False,Unknown,Business Class,657,19576,2013-12-09,,0
0.6586,0.092,0.043,0.865,False,Unknown,Economy Class,536,19577,2013-12-07,,1
-0.3653,0.052,0.095,0.853,False,Unknown,Business Class,454,19578,2013-12-02,,0
-0.7105,0.025,0.102,0.873,False,Unknown,Economy Class,454,19579,2013-11-25,,1
-0.8618,0.035,0.111,0.854,False,Unknown,Business Class,573,19580,2013-11-05,,0
-0.3263,0.124,0.151,0.725,False,Unknown,Economy Class,337,19581,2013-10-25,,1
-0.719,0.0,0.084,0.916,False,Unknown,Economy Class,410,19582,2013-10-22,,0
-0.9455,0.019,0.093,0.888,False,Unknown,Economy Class,1153,19583,2013-10-10,,0
0.9727,0.193,0.0,0.807,False,Unknown,Economy Class,547,19584,2013-09-13,,1
-0.8914,0.047,0.158,0.795,False,Unknown,Business Class,513,19585,2013-09-12,,0
-0.296,0.0,0.034,0.966,False,Couple Leisure,Economy Class,308,19586,2020-03-25,2020-03-01,0
-0.9057,0.011,0.078,0.911,True,Solo Leisure,Economy Class,1027,19587,2020-03-21,2020-03-01,0
-0.8862,0.023,0.122,0.855,True,Family Leisure,Economy Class,541,19588,2020-02-24,2020-02-01,0
0.4019,0.028,0.02,0.953,True,Solo Leisure,Economy Class,1070,19589,2019-05-24,2019-05-01,0
0.3536,0.071,0.051,0.878,True,Couple Leisure,Economy Class,620,19590,2019-04-04,2019-04-01,0
-0.97,0.033,0.127,0.841,True,Couple Leisure,Economy Class,1196,19591,2019-04-01,2019-04-01,0
-0.9362,0.036,0.136,0.828,True,Couple Leisure,Economy Class,712,19592,2019-03-12,2019-03-01,0
-0.7237,0.021,0.077,0.902,False,Solo Leisure,Economy Class,576,19593,2019-01-26,2018-11-01,0
