vader_compound,vader_pos,vader_neg,vader_neu,aspect_seat,aspect_food,aspect_staff,aspect_ground_service,aspect_entertainment,aspect_seat_missing,aspect_food_missing,aspect_staff_missing,aspect_ground_service_missing,aspect_entertainment_missing,Verified,Type Of Traveller,Seat Type,review_length,Recommended
-0.7689,0.02,0.104,0.876,,,-0.7479,-0.7479,-0.7479,1,1,0,0,0,True,Solo Leisure,Economy Class,415,0
0.9469,0.081,0.053,0.866,,,0.7128,0.7128,,1,1,0,0,1,True,Family Leisure,Economy Class,2049,0
0.884,0.25,0.126,0.624,,,0.9169,,,1,1,0,1,1,True,Business,Economy Class,287,1
0.1376,0.072,0.073,0.855,,,,0.5423,0.5423,1,1,1,0,0,False,Couple Leisure,Economy Class,2465,0
0.9049,0.165,0.068,0.767,,,0.9623,0.9623,,1,1,0,0,1,False,Business,Premium Economy,629,1
-0.9242,0.067,0.096,0.837,-0.8658,-0.8658,-0.8658,-0.8658,,0,0,0,0,1,True,Couple Leisure,Business Class,1974,0
-0.9646,0.058,0.12,0.822,-0.9047,-0.9047,-0.9047,-0.9047,,0,0,0,0,1,True,Solo Leisure,Economy Class,1718,0
0.6746,0.074,0.061,0.865,0.9877,0.9877,0.9877,0.9877,0.9877,0,0,0,0,0,True,Business,Business Class,1379,0
-0.9254,0.1,0.166,0.734,0.0,,0.0,0.0,,0,1,0,0,1,False,Family Leisure,Economy Class,863,0
-0.9544,0.093,0.229,0.678,-0.933,,-0.933,,-0.933,0,1,0,1,0,True,Solo Leisure,Economy Class,612,0
-0.3324,0.086,0.121,0.792,,,0.8316,0.8316,,1,1,0,0,1,True,Solo Leisure,Economy Class,622,0
0.6395,0.172,0.0,0.828,,,0.5994,0.5994,,1,1,0,0,1,True,Couple Leisure,Economy Class,158,1
-0.8997,0.022,0.068,0.91,-0.6124,,-0.6124,-0.6124,,0,1,0,0,1,False,Family Leisure,Economy Class,1403,0
0.881,0.114,0.039,0.847,,,0.8519,0.8519,,1,1,0,0,1,False,Solo Leisure,Economy Class,505,0
0.7956,0.117,0.063,0.82,,,0.91,,,1,1,0,1,1,False,Solo Leisure,Economy Class,542,1
-0.8462,0.028,0.097,0.875,-0.4215,,-0.4215,-0.4215,,0,1,0,0,1,True,Business,Economy Class,693,0
-0.3722,0.045,0.06,0.895,,0.4779,0.4779,0.4779,,1,0,0,0,1,True,Family Leisure,Economy Class,1497,0
-0.8316,0.034,0.148,0.818,-0.8316,,,-0.8316,,0,1,1,0,1,True,Family Leisure,Economy Class,405,0
-0.9388,0.0,0.102,0.898,,,,-0.6519,-0.6519,1,1,1,0,0,False,Couple Leisure,Economy Class,759,0
0.9348,0.11,0.076,0.814,0.9777,0.9777,0.9777,0.9777,,0,0,0,0,1,True,Solo Leisure,Economy Class,1855,0
0.7781,0.139,0.065,0.797,0.9081,0.9081,,,0.9081,0,0,1,1,0,False,Couple Leisure,Economy Class,489,1
-0.981,0.027,0.134,0.839,-0.9657,,-0.9657,-0.9657,,0,1,0,0,1,True,Couple Leisure,Economy Class,1352,0
-0.8921,0.043,0.085,0.872,-0.6908,-0.6908,-0.6908,-0.6908,,0,0,0,0,1,True,Family Leisure,Business Class,1543,0
-0.9674,0.01,0.179,0.81,,,,-0.9576,,1,1,1,0,1,False,Solo Leisure,Economy Class,629,0
-0.9259,0.054,0.207,0.739,,,,-0.6597,,1,1,1,0,1,True,Family Leisure,Economy Class,433,0
-0.925,0.043,0.132,0.826,,,-0.8752,-0.8752,,1,1,0,0,1,False,Family Leisure,Economy Class,901,0
0.9091,0.069,0.029,0.902,,,0.743,0.743,,1,1,0,0,1,False,Solo Leisure,Economy Class,1413,0
-0.5363,0.046,0.07,0.883,0.6961,0.6961,0.6961,0.6961,0.6961,0,0,0,0,0,True,Solo Leisure,Economy Class,1329,0
-0.9029,0.066,0.202,0.732,,,,0.8361,,1,1,1,0,1,False,Business,Premium Economy,464,0
-0.9401,0.039,0.111,0.85,,,-0.9485,-0.9485,,1,1,0,0,1,False,Couple Leisure,Economy Class,1032,0
-0.3612,0.035,0.097,0.867,,,,-0.8658,,1,1,1,0,1,True,Solo Leisure,Economy Class,516,0
-0.7506,0.0,0.163,0.837,-0.7506,,,-0.7506,,0,1,1,0,1,True,Solo Leisure,Economy Class,180,0
-0.9825,0.047,0.171,0.782,,-0.9686,-0.9686,-0.9686,,1,0,0,0,1,False,Family Leisure,Economy Class,1206,0
-0.8807,0.0,0.13,0.87,,,-0.8834,-0.8834,,1,1,0,0,1,False,Solo Leisure,Economy Class,472,0
-0.9357,0.054,0.217,0.729,,,-0.9097,-0.9097,,1,1,0,0,1,True,Couple Leisure,Economy Class,467,0
-0.906,0.036,0.263,0.701,,-0.7496,,-0.7496,,1,0,1,0,1,True,Family Leisure,Economy Class,215,0
-0.9412,0.046,0.126,0.829,,,,-0.9507,-0.9507,1,1,1,0,0,False,Couple Leisure,Economy Class,1056,0
-0.5299,0.046,0.064,0.89,-0.692,-0.692,-0.692,-0.692,-0.692,0,0,0,0,0,True,Family Leisure,Economy Class,1672,0
-0.9468,0.0,0.401,0.599,,-0.9468,-0.9468,,,1,0,0,1,1,True,Solo Leisure,Economy Class,152,0
0.0258,0.097,0.082,0.821,,0.0258,0.0258,,,1,0,0,1,1,False,Solo Leisure,Economy Class,338,0
-0.4573,0.073,0.086,0.841,,,0.7425,0.7425,,1,1,0,0,1,True,Couple Leisure,Economy Class,749,0
-0.9409,0.028,0.155,0.817,,,,-0.6369,,1,1,1,0,1,False,Couple Leisure,Economy Class,781,0
-0.34,0.034,0.057,0.91,,,0.25,0.25,,1,1,0,0,1,False,Business,Business Class,709,0
0.2836,0.059,0.065,0.876,,,-0.5994,-0.5994,,1,1,0,0,1,True,Solo Leisure,Economy Class,607,0
0.9072,0.104,0.021,0.876,0.9535,0.9535,0.9535,,,0,0,0,1,1,False,Solo Leisure,Economy Class,557,0
-0.8126,0.072,0.149,0.78,,,-0.8126,-0.8126,-0.8126,1,1,0,0,0,True,Solo Leisure,Economy Class,469,0
-0.8988,0.024,0.18,0.796,,,-0.897,-0.897,,1,1,0,0,1,False,Couple Leisure,Economy Class,397,0
-0.9714,0.013,0.19,0.797,,,-0.9313,-0.9313,,1,1,0,0,1,True,Solo Leisure,Economy Class,642,0
0.9715,0.144,0.055,0.802,,,0.9648,0.9648,,1,1,0,0,1,True,Couple Leisure,Economy Class,1309,0
-0.8198,0.0,0.184,0.816,-0.0772,-0.0772,-0.0772,,-0.0772,0,0,0,1,0,False,Family Leisure,Economy Class,180,0
-0.8775,0.012,0.112,0.876,,,,-0.8957,,1,1,1,0,1,True,Business,Economy Class,471,0
-0.6798,0.0,0.055,0.945,,,-0.5256,,,1,1,0,1,1,False,Solo Leisure,Economy Class,396,0
-0.9493,0.007,0.081,0.913,,-0.8623,-0.8623,-0.8623,,1,0,0,0,1,True,Solo Leisure,Economy Class,1064,0
-0.9165,0.051,0.112,0.837,,0.6908,0.6908,0.6908,,1,0,0,0,1,True,Couple Leisure,Economy Class,1006,0
-0.9027,0.031,0.085,0.884,,,-0.9274,-0.9274,-0.9274,1,1,0,0,0,True,Couple Leisure,Business Class,1132,0
-0.9139,0.005,0.046,0.949,,,-0.5859,-0.5859,,1,1,0,0,1,True,Solo Leisure,Economy Class,1623,0
0.2764,0.148,0.136,0.716,0.8885,0.8885,0.8885,0.8885,,0,0,0,0,1,False,Family Leisure,Business Class,700,1
-0.9303,0.025,0.11,0.865,-0.8137,,,-0.8137,,0,1,1,0,1,True,Solo Leisure,Economy Class,877,0
0.9169,0.256,0.113,0.631,0.9169,0.9169,0.9169,,0.9169,0,0,0,1,0,True,Family Leisure,Economy Class,339,1
-0.0199,0.061,0.068,0.871,0.5849,0.5849,0.5849,0.5849,,0,0,0,0,1,True,Couple Leisure,Economy Class,1474,0
-0.5191,0.082,0.118,0.8,,,,,0.6705,1,1,1,1,0,True,Solo Leisure,Economy Class,425,0
-0.8074,0.022,0.056,0.922,,,-0.7269,-0.7269,,1,1,0,0,1,True,Solo Leisure,Economy Class,1401,0
0.9287,0.189,0.0,0.811,,,0.9287,0.9287,,1,1,0,0,1,False,Solo Leisure,Economy Class,344,1
0.5906,0.091,0.078,0.83,0.6994,,0.6994,0.6994,0.6994,0,1,0,0,0,False,Couple Leisure,Economy Class,909,0
-0.9126,0.035,0.074,0.891,0.6808,0.6808,0.6808,0.6808,0.6808,0,0,0,0,0,True,Solo Leisure,Economy Class,1615,0
-0.4401,0.021,0.064,0.915,,,,0.2023,,1,1,1,0,1,True,Family Leisure,Economy Class,397,0
-0.926,0.04,0.121,0.84,,-0.9231,,-0.9231,,1,0,1,0,1,False,Family Leisure,Economy Class,952,0
-0.6632,0.019,0.044,0.937,0.4588,,0.4588,0.4588,,0,1,0,0,1,False,Couple Leisure,Economy Class,1305,0
-0.896,0.033,0.075,0.892,,,-0.9549,-0.9549,,1,1,0,0,1,True,Solo Leisure,Economy Class,1672,0
-0.7666,0.073,0.136,0.79,-0.775,,-0.775,-0.775,,0,1,0,0,1,True,Family Leisure,Economy Class,767,0
-0.9491,0.052,0.183,0.765,,-0.9491,-0.9491,-0.9491,,1,0,0,0,1,True,Solo Leisure,Economy Class,690,0
-0.8687,0.022,0.106,0.872,,,-0.8591,-0.8591,-0.8591,1,1,0,0,0,False,Couple Leisure,Economy Class,621,0
-0.8866,0.032,0.12,0.848,0.7869,,,,,0,1,1,1,1,False,Family Leisure,Economy Class,740,0
-0.8422,0.018,0.118,0.864,,,,-0.6705,,1,1,1,0,1,True,Couple Leisure,Economy Class,528,0
0.993,0.212,0.019,0.769,,0.993,0.993,0.993,,1,0,0,0,1,True,Solo Leisure,Economy Class,1204,1
0.9578,0.353,0.029,0.617,,,0.9578,,,1,1,0,1,1,True,Solo Leisure,Economy Class,217,1
0.9335,0.29,0.0,0.71,0.926,,0.926,0.926,,0,1,0,0,1,True,Solo Leisure,Economy Class,226,1
0.9574,0.113,0.027,0.861,,,0.9607,0.9607,,1,1,0,0,1,False,Couple Leisure,Economy Class,1224,1
0.5058,0.162,0.045,0.794,0.7609,0.7609,,,,0,0,1,1,1,False,Unknown,Economy Class,197,1
-0.5106,0.035,0.096,0.869,,,,-0.5106,,1,1,1,0,1,False,Unknown,Unknown,312,0
0.8779,0.277,0.0,0.723,,,0.8316,0.8316,,1,1,0,0,1,False,Unknown,Unknown,198,0
-0.802,0.024,0.119,0.856,,,,-0.5859,,1,1,1,0,1,True,Solo Leisure,Economy Class,364,0
-0.4926,0.0,0.11,0.89,,,,-0.4404,,1,1,1,0,1,True,Solo Leisure,Economy Class,157,0
0.9857,0.145,0.048,0.806,0.9808,0.9808,0.9808,,,0,0,0,1,1,True,Solo Leisure,Business Class,1686,0
0.9754,0.24,0.0,0.76,0.9834,0.9834,0.9834,,0.9834,0,0,0,1,0,False,Business,Economy Class,523,1
0.9794,0.363,0.0,0.637,,,0.9787,,,1,1,0,1,1,True,Business,Business Class,331,1
-0.8546,0.03,0.091,0.879,,,,-0.5994,,1,1,1,0,1,True,Business,Economy Class,1073,0
0.9835,0.237,0.068,0.695,0.971,,0.971,,,0,1,0,1,1,True,Solo Leisure,Business Class,790,1
0.9049,0.185,0.103,0.712,0.9136,0.9136,0.9136,0.9136,,0,0,0,0,1,True,Business,Premium Economy,676,1
-0.2708,0.102,0.103,0.795,0.4228,,0.4228,,,0,1,0,1,1,True,Family Leisure,Economy Class,492,0
0.9843,0.223,0.0,0.777,0.9744,0.9744,0.9744,0.9744,0.9744,0,0,0,0,0,False,Solo Leisure,Premium Economy,647,1
-0.8271,0.083,0.177,0.74,,,-0.813,-0.813,,1,1,0,0,1,True,Business,Economy Class,462,0
0.0258,0.036,0.034,0.929,,,,0.0258,,1,1,1,0,1,False,Couple Leisure,Economy Class,276,0
0.4473,0.084,0.063,0.853,,,,0.7184,,1,1,1,0,1,True,Business,Economy Class,411,0
-0.8979,0.011,0.075,0.914,,,,-0.8979,,1,1,1,0,1,True,Family Leisure,Economy Class,1049,0
-0.9486,0.0,0.226,0.774,,,,-0.8074,,1,1,1,0,1,True,Couple Leisure,Economy Class,411,0
-0.775,0.026,0.062,0.912,,,,-0.5106,,1,1,1,0,1,True,Solo Leisure,Economy Class,935,0
-0.9532,0.029,0.069,0.902,,,-0.8456,-0.8456,,1,1,0,0,1,False,Couple Leisure,Economy Class,2959,0
0.9901,0.254,0.009,0.737,0.9905,0.9905,0.9905,,0.9905,0,0,0,1,0,True,Solo Leisure,Business Class,666,1
-0.3635,0.082,0.094,0.824,,,,-0.8074,,1,1,1,0,1,True,Solo Leisure,Economy Class,194,0
0.9864,0.267,0.064,0.669,0.9864,0.9864,0.9864,0.9864,,0,0,0,0,1,True,Solo Leisure,Premium Economy,699,1
-0.9714,0.058,0.174,0.768,,,-0.926,-0.926,,1,1,0,0,1,True,Business,Economy Class,966,0
-0.7711,0.012,0.061,0.927,,,,-0.5312,,1,1,1,0,1,True,Solo Leisure,Economy Class,758,0
0.9396,0.164,0.018,0.818,,,0.9118,0.9118,,1,1,0,0,1,True,Family Leisure,Economy Class,515,1
-0.6858,0.038,0.075,0.888,,,-0.3612,-0.3612,,1,1,0,0,1,True,Couple Leisure,Economy Class,869,0
-0.2845,0.038,0.053,0.909,,,,0.4102,,1,1,1,0,1,True,Solo Leisure,Economy Class,1094,0
0.0387,0.019,0.027,0.954,,,,0.3612,,1,1,1,0,1,False,Business,Business Class,606,0
0.9802,0.373,0.0,0.627,0.9802,0.9802,0.9802,0.9802,0.9802,0,0,0,0,0,True,Solo Leisure,Economy Class,329,1
-0.6229,0.0,0.045,0.955,-0.3182,,-0.3182,-0.3182,,0,1,0,0,1,True,Solo Leisure,Economy Class,537,0
0.7003,0.162,0.0,0.838,0.7003,0.7003,0.7003,,,0,0,0,1,1,True,Solo Leisure,Business Class,182,0
-0.8488,0.0,0.231,0.769,0.8591,0.8591,0.8591,,,0,0,0,1,1,True,Solo Leisure,Economy Class,184,0
0.9658,0.324,0.06,0.616,,,0.9674,0.9674,,1,1,0,0,1,True,Solo Leisure,Economy Class,341,1
0.9882,0.175,0.007,0.818,0.9949,0.9949,0.9949,0.9949,0.9949,0,0,0,0,0,True,Solo Leisure,Economy Class,1222,1
0.9432,0.161,0.059,0.78,0.9432,0.9432,0.9432,0.9432,,0,0,0,0,1,True,Solo Leisure,Economy Class,699,1
0.9449,0.215,0.042,0.743,,,0.9123,,,1,1,0,1,1,True,Family Leisure,Economy Class,443,1
-0.9191,0.072,0.202,0.726,,,-0.477,-0.477,,1,1,0,0,1,True,Family Leisure,Economy Class,495,0
0.1773,0.128,0.123,0.749,,0.9783,0.9783,0.9783,0.9783,1,0,0,0,0,True,Solo Leisure,Economy Class,696,1
0.6409,0.069,0.05,0.881,0.836,,0.836,0.836,,0,1,0,0,1,True,Solo Leisure,Economy Class,797,0
-0.4215,0.077,0.103,0.82,,,,-0.1779,,1,1,1,0,1,True,Solo Leisure,Economy Class,684,0
0.0,0.0,0.0,1.0,,0.0,,,,1,0,1,1,1,True,Solo Leisure,Economy Class,275,0
-0.63,0.038,0.073,0.889,,,,-0.3612,,1,1,1,0,1,True,Solo Leisure,Economy Class,420,0
0.743,0.152,0.074,0.774,0.8176,0.8176,0.8176,,,0,0,0,1,1,True,Solo Leisure,Economy Class,388,1
-0.7003,0.033,0.059,0.908,-0.5574,,-0.5574,-0.5574,,0,1,0,0,1,True,Couple Leisure,Economy Class,1232,0
-0.4792,0.026,0.066,0.908,,,,-0.6124,,1,1,1,0,1,True,Solo Leisure,Economy Class,641,0
0.9397,0.149,0.008,0.843,0.9682,0.9682,0.9682,,,0,0,0,1,1,True,Solo Leisure,Economy Class,636,1
0.9913,0.253,0.01,0.736,0.9911,,0.9911,0.9911,,0,1,0,0,1,True,Solo Leisure,Economy Class,846,1
0.759,0.069,0.05,0.881,,,,0.5868,,1,1,1,0,1,True,Family Leisure,Economy Class,1999,0
0.555,0.12,0.066,0.813,,0.7147,0.7147,0.7147,0.7147,1,0,0,0,0,True,Solo Leisure,Economy Class,448,1
0.9571,0.423,0.0,0.577,,0.9571,0.9571,,,1,0,0,1,1,True,Solo Leisure,Economy Class,164,1
-0.8198,0.066,0.112,0.821,-0.5222,,-0.5222,-0.5222,,0,1,0,0,1,True,Solo Leisure,Economy Class,1278,0
-0.6668,0.02,0.072,0.908,0.8252,,0.8252,0.8252,,0,1,0,0,1,True,Family Leisure,Economy Class,687,0
-0.7003,0.016,0.071,0.913,,,-0.7003,,,1,1,0,1,1,True,Business,Economy Class,454,0
0.9484,0.214,0.031,0.755,0.9432,,0.9432,0.9432,,0,1,0,0,1,True,Business,Business Class,547,1
0.9707,0.145,0.034,0.821,0.9863,0.9863,0.9863,0.9863,0.9863,0,0,0,0,0,True,Business,Premium Economy,1351,1
-0.9179,0.035,0.153,0.812,,,-0.9349,-0.9349,,1,1,0,0,1,True,Family Leisure,Economy Class,674,0
-0.795,0.0,0.1,0.9,,,,-0.022,,1,1,1,0,1,True,Solo Leisure,Economy Class,358,0
0.9229,0.323,0.0,0.677,,0.9136,0.9136,,0.9136,1,0,0,1,0,True,Business,Economy Class,209,1
0.6411,0.09,0.053,0.857,,,,0.6088,,1,1,1,0,1,True,Solo Leisure,Economy Class,895,1
0.8854,0.119,0.05,0.831,,,0.8591,,,1,1,0,1,1,False,Couple Leisure,Economy Class,844,1
-0.758,0.033,0.053,0.914,,,,-0.296,,1,1,1,0,1,True,Family Leisure,Economy Class,1327,0
-0.99,0.025,0.189,0.787,,,-0.9686,-0.9686,,1,1,0,0,1,True,Solo Leisure,Economy Class,1079,0
0.9798,0.301,0.0,0.699,0.9761,0.9761,,,,0,0,1,1,1,True,Couple Leisure,Economy Class,386,1
0.0,0.0,0.0,1.0,0.0,,0.0,0.0,,0,1,0,0,1,True,Family Leisure,Economy Class,324,0
-0.782,0.021,0.086,0.892,,,0.5719,0.5719,,1,1,0,0,1,True,Family Leisure,Economy Class,850,0
0.7262,0.103,0.055,0.841,,0.926,0.926,0.926,,1,0,0,0,1,True,Business,Economy Class,608,1
0.9553,0.333,0.043,0.625,,0.9612,0.9612,0.9612,,1,0,0,0,1,True,Business,Economy Class,254,1
0.984,0.229,0.019,0.752,0.9702,,0.9702,0.9702,,0,1,0,0,1,True,Business,Economy Class,602,1
0.5318,0.078,0.07,0.851,,0.9001,0.9001,0.9001,,1,0,0,0,1,True,Couple Leisure,Economy Class,801,0
0.886,0.147,0.0,0.853,0.8781,,0.8781,,,0,1,0,1,1,False,Solo Leisure,Business Class,394,1
0.9939,0.23,0.018,0.752,0.9944,0.9944,0.9944,,,0,0,0,1,1,False,Family Leisure,Economy Class,1098,1
0.4435,0.081,0.073,0.846,,0.9153,0.9153,0.9153,0.9153,1,0,0,0,0,True,Family Leisure,Economy Class,1077,0
-0.9934,0.031,0.113,0.856,,,-0.9719,-0.9719,,1,1,0,0,1,True,Solo Leisure,Economy Class,3027,0
-0.7743,0.036,0.059,0.905,,,-0.6602,-0.6602,,1,1,0,0,1,True,Solo Leisure,Economy Class,1500,0
0.936,0.175,0.046,0.779,,0.9326,0.9326,0.9326,,1,0,0,0,1,True,Solo Leisure,Economy Class,603,1
0.9792,0.153,0.026,0.821,0.9854,0.9854,0.9854,0.9854,0.9854,0,0,0,0,0,True,Solo Leisure,Economy Class,1208,1
-0.9473,0.03,0.104,0.865,-0.4107,-0.4107,-0.4107,-0.4107,,0,0,0,0,1,False,Family Leisure,Business Class,1250,0
-0.9002,0.029,0.075,0.896,,-0.2716,-0.2716,-0.2716,-0.2716,1,0,0,0,0,True,Solo Leisure,Economy Class,1029,0
-0.4085,0.086,0.102,0.812,,,0.228,0.228,,1,1,0,0,1,True,Family Leisure,Economy Class,839,0
-0.886,0.027,0.102,0.87,,,,0.2023,,1,1,1,0,1,True,Family Leisure,Economy Class,683,0
0.9626,0.14,0.055,0.805,,0.894,,0.894,0.894,1,0,1,0,0,True,Business,Economy Class,975,1
-0.4588,0.061,0.073,0.867,-0.1531,,-0.1531,-0.1531,-0.1531,0,1,0,0,0,True,Family Leisure,Economy Class,1199,0
-0.8115,0.028,0.069,0.904,-0.7964,,-0.7964,-0.7964,,0,1,0,0,1,True,Business,Economy Class,865,0
-0.9186,0.018,0.107,0.875,,,,-0.8625,,1,1,1,0,1,True,Couple Leisure,Economy Class,617,0
-0.8455,0.029,0.129,0.842,,,,-0.8373,,1,1,1,0,1,True,Solo Leisure,Economy Class,499,0
0.7516,0.093,0.052,0.855,,,0.5413,0.5413,,1,1,0,0,1,True,Business,Economy Class,909,0
-0.4588,0.031,0.057,0.913,,,,-0.2023,,1,1,1,0,1,True,Business,Economy Class,384,0
-0.9134,0.027,0.139,0.834,,,-0.8934,-0.8934,,1,1,0,0,1,True,Business,Business Class,554,0
0.7814,0.25,0.027,0.723,,0.9287,,0.9287,,1,0,1,0,1,True,Solo Leisure,Economy Class,216,1
0.5095,0.073,0.056,0.87,0.5095,0.5095,0.5095,,,0,0,0,1,1,True,Solo Leisure,Economy Class,942,0
-0.2732,0.034,0.057,0.909,-0.2732,,-0.2732,-0.2732,,0,1,0,0,1,True,Couple Leisure,Economy Class,428,0
0.8126,0.074,0.041,0.885,,,0.7732,0.7732,,1,1,0,0,1,True,Solo Leisure,Economy Class,793,0
-0.978,0.069,0.147,0.783,,-0.8436,-0.8436,-0.8436,-0.8436,1,0,0,0,0,True,Business,Economy Class,1593,0
0.9371,0.171,0.108,0.722,,0.9549,0.9549,0.9549,,1,0,0,0,1,False,Family Leisure,Economy Class,796,1
-0.8066,0.015,0.073,0.911,,0.0056,0.0056,0.0056,,1,0,0,0,1,True,Solo Leisure,Economy Class,863,0
-0.6506,0.013,0.027,0.959,,,-0.2732,-0.2732,,1,1,0,0,1,True,Family Leisure,Economy Class,1461,0
-0.5799,0.059,0.147,0.793,-0.5799,-0.5799,,-0.5799,-0.5799,0,0,1,0,0,True,Solo Leisure,Economy Class,286,0
-0.743,0.035,0.115,0.849,,-0.743,,-0.743,-0.743,1,0,1,0,0,True,Solo Leisure,Economy Class,349,0
-0.8765,0.088,0.171,0.741,0.0772,0.0772,,,0.0772,0,0,1,1,0,True,Couple Leisure,Economy Class,513,0
-0.7506,0.0,0.089,0.911,,,,-0.5574,,1,1,1,0,1,True,Solo Leisure,Economy Class,390,0
-0.6886,0.068,0.167,0.765,,,-0.624,,,1,1,0,1,1,True,Business,Economy Class,181,0
-0.9259,0.037,0.297,0.665,,-0.9217,-0.9217,,,1,0,0,1,1,False,Solo Leisure,Economy Class,181,0
-0.8885,0.036,0.173,0.791,,,-0.688,-0.688,-0.688,1,1,0,0,0,False,Couple Leisure,Economy Class,410,1
-0.7448,0.051,0.138,0.811,,0.0992,0.0992,0.0992,,1,0,0,0,1,True,Solo Leisure,Economy Class,891,0
-0.6534,0.076,0.083,0.841,,,0.7778,0.7778,0.7778,1,1,0,0,0,True,Solo Leisure,Economy Class,2323,0
-0.9523,0.025,0.097,0.878,-0.9621,,-0.9621,-0.9621,-0.9621,0,1,0,0,0,True,Couple Leisure,Business Class,1151,0
-0.5267,0.035,0.072,0.892,,,-0.0258,-0.0258,,1,1,0,0,1,True,Couple Leisure,Economy Class,819,0
-0.8625,0.039,0.106,0.854,,,-0.8531,-0.8531,-0.8531,1,1,0,0,0,False,Solo Leisure,Economy Class,677,0
0.8316,0.153,0.033,0.814,,,,0.9325,,1,1,1,0,1,True,Family Leisure,Economy Class,343,1
-0.3772,0.048,0.066,0.886,,,0.792,0.792,,1,1,0,0,1,True,Solo Leisure,Economy Class,990,0
0.8779,0.287,0.0,0.713,,,,,,1,1,1,1,1,False,Business,Economy Class,192,1
-0.9346,0.0,0.179,0.821,,-0.7964,-0.7964,-0.7964,,1,0,0,0,1,True,Business,Business Class,483,0
-0.9337,0.03,0.146,0.824,,,,-0.9196,,1,1,1,0,1,True,Business,Economy Class,709,0
-0.9843,0.0,0.152,0.848,,,-0.9612,-0.9612,,1,1,0,0,1,True,Solo Leisure,Economy Class,1143,0
0.8176,0.097,0.0,0.903,,,0.8176,0.8176,,1,1,0,0,1,False,Couple Leisure,Economy Class,405,0
-0.2911,0.067,0.078,0.855,,,,0.0772,,1,1,1,0,1,True,Solo Leisure,Economy Class,562,0
-0.8352,0.042,0.134,0.824,,,-0.1531,-0.1531,,1,1,0,0,1,True,Solo Leisure,Economy Class,529,0
-0.8166,0.047,0.093,0.86,,-0.6808,-0.6808,-0.6808,-0.6808,1,0,0,0,0,True,Family Leisure,Business Class,1138,0
-0.9832,0.059,0.187,0.753,,,-0.9452,-0.9452,,1,1,0,0,1,True,Couple Leisure,Economy Class,1153,0
0.9604,0.363,0.0,0.637,0.9371,,0.9371,0.9371,,0,1,0,0,1,True,Solo Leisure,Economy Class,227,1
-0.956,0.007,0.079,0.914,,,-0.9429,-0.9429,,1,1,0,0,1,False,Couple Leisure,Economy Class,1787,0
-0.8753,0.027,0.069,0.904,,,-0.6453,-0.6453,,1,1,0,0,1,False,Family Leisure,Economy Class,1245,0
-0.8748,0.0,0.132,0.868,,,-0.8176,-0.8176,,1,1,0,0,1,True,Solo Leisure,Economy Class,359,0
-0.3798,0.11,0.131,0.758,0.9423,0.9423,0.9423,0.9423,,0,0,0,0,1,True,Couple Leisure,Economy Class,574,1
0.9313,0.339,0.0,0.661,,,0.9313,,,1,1,0,1,1,True,Solo Leisure,Economy Class,171,1
-0.7208,0.06,0.122,0.818,,,-0.6969,-0.6969,,1,1,0,0,1,True,Couple Leisure,Premium Economy,596,0
-0.6933,0.114,0.126,0.76,-0.7978,-0.7978,-0.7978,-0.7978,,0,0,0,0,1,True,Family Leisure,Economy Class,1382,0
0.8441,0.081,0.057,0.863,0.8858,0.8858,0.8858,0.8858,,0,0,0,0,1,True,Family Leisure,Economy Class,1053,1
-0.9552,0.032,0.251,0.717,-0.9433,,-0.9433,,,0,1,0,1,1,True,Family Leisure,Economy Class,363,0
0.9343,0.086,0.065,0.849,,,,-0.9304,,1,1,1,0,1,True,Couple Leisure,Economy Class,2578,0
0.6908,0.075,0.059,0.866,0.6605,0.6605,,0.6605,0.6605,0,0,1,0,0,True,Couple Leisure,Economy Class,1507,0
-0.6771,0.011,0.043,0.947,,,,-0.4767,-0.4767,1,1,1,0,0,True,Couple Leisure,Economy Class,890,0
-0.9149,0.065,0.134,0.801,,,-0.9393,-0.9393,,1,1,0,0,1,True,Business,Economy Class,1100,0
0.9882,0.2,0.025,0.775,0.9678,0.9678,0.9678,,,0,0,0,1,1,True,Couple Leisure,Economy Class,932,1
0.7291,0.093,0.036,0.871,0.9146,0.9146,,,0.9146,0,0,1,1,0,True,Solo Leisure,Economy Class,674,1
-0.7253,0.079,0.13,0.791,,,0.4215,,,1,1,0,1,1,True,Couple Leisure,Economy Class,551,0
-0.6808,0.065,0.089,0.846,,,,0.0,,1,1,1,0,1,True,Solo Leisure,Economy Class,907,0
-0.9712,0.023,0.084,0.893,-0.9653,,,-0.9653,,0,1,1,0,1,True,Family Leisure,Economy Class,1944,0
0.9516,0.147,0.056,0.796,0.9119,,0.9119,0.9119,,0,1,0,0,1,True,Solo Leisure,Economy Class,711,1
0.9356,0.266,0.026,0.709,0.9605,0.9605,0.9605,,0.9605,0,0,0,1,0,False,Couple Leisure,Business Class,325,1
0.9155,0.108,0.016,0.877,0.7096,0.7096,0.7096,,,0,0,0,1,1,False,Family Leisure,Economy Class,851,1
0.9551,0.273,0.0,0.727,,0.9509,0.9509,,,1,0,0,1,1,False,Couple Leisure,Economy Class,304,1
0.9654,0.238,0.021,0.741,,0.9413,0.9413,,,1,0,0,1,1,False,Couple Leisure,Economy Class,477,1
0.827,0.088,0.064,0.848,0.9029,0.9029,0.9029,0.9029,0.9029,0,0,0,0,0,False,Business,Business Class,1272,0
